States,Code_x,Year,Amount,State,Code_y,Poverty,code
North Carolina,34,2018,2277,North Carolina,NC,13.1,nc
North Dakota,35,1999,52,North Dakota,ND,13.1,nd
North Dakota,35,2000,52,North Dakota,ND,10.4,nd
North Dakota,35,2001,54,North Dakota,ND,13.8,nd
North Dakota,35,2002,63,North Dakota,ND,11.6,nd
North Dakota,35,2003,63,North Dakota,ND,9.7,nd
North Dakota,35,2004,65,North Dakota,ND,9.7,nd
North Dakota,35,2005,66,North Dakota,ND,11.2,nd
North Dakota,35,2006,68,North Dakota,ND,11.4,nd
North Dakota,35,2007,72,North Dakota,ND,9.3,nd
North Dakota,35,2008,73,North Dakota,ND,11.8,nd
North Dakota,35,2009,87,North Dakota,ND,10.9,nd
North Dakota,35,2010,85,North Dakota,ND,12.6,nd
North Dakota,35,2011,87,North Dakota,ND,11.4,nd
North Dakota,35,2012,88,North Dakota,ND,11.4,nd
North Dakota,35,2013,91,North Dakota,ND,9.9,nd
North Dakota,35,2014,91,North Dakota,ND,9.7,nd
North Dakota,35,2015,94,North Dakota,ND,10.7,nd
North Dakota,35,2016,94,North Dakota,ND,11.1,nd
North Dakota,35,2017,95,North Dakota,ND,11.3,nd
North Dakota,35,2018,94,North Dakota,ND,9.7,nd
Ohio,36,1999,1054,Ohio,OH,12.0,oh
Ohio,36,2000,1074,Ohio,OH,10.0,oh
Ohio,36,2001,1131,Ohio,OH,10.5,oh
Ohio,36,2002,1290,Ohio,OH,9.8,oh
Ohio,36,2003,1344,Ohio,OH,10.9,oh
Ohio,36,2004,1403,Ohio,OH,11.6,oh
Ohio,36,2005,1471,Ohio,OH,12.3,oh
Ohio,36,2006,1554,Ohio,OH,12.1,oh
Ohio,36,2007,1697,Ohio,OH,12.8,oh
Ohio,36,2008,1780,Ohio,OH,13.7,oh
Ohio,36,2009,2084,Ohio,OH,13.3,oh
Ohio,36,2010,2102,Ohio,OH,15.4,oh
Ohio,36,2011,2183,Ohio,OH,15.4,oh
Ohio,36,2012,2236,Ohio,OH,15.4,oh
Ohio,36,2013,2326,Ohio,OH,13.7,oh
Ohio,36,2014,2339,Ohio,OH,15.6,oh
Ohio,36,2015,2354,Ohio,OH,13.6,oh
Ohio,36,2016,2292,Ohio,OH,13.7,oh
Ohio,36,2017,2262,Ohio,OH,12.7,oh
Ohio,36,2018,2217,Ohio,OH,11.9,oh
Oklahoma,37,1999,456,Oklahoma,OK,12.8,ok
Oklahoma,37,2000,458,Oklahoma,OK,14.9,ok
Oklahoma,37,2001,470,Oklahoma,OK,15.1,ok
Oklahoma,37,2002,546,Oklahoma,OK,14.1,ok
Oklahoma,37,2003,567,Oklahoma,OK,12.8,ok
Oklahoma,37,2004,585,Oklahoma,OK,10.8,ok
Oklahoma,37,2005,607,Oklahoma,OK,15.6,ok
Oklahoma,37,2006,622,Oklahoma,OK,15.2,ok
Oklahoma,37,2007,660,Oklahoma,OK,13.4,ok
Oklahoma,37,2008,674,Oklahoma,OK,13.6,ok
Oklahoma,37,2009,808,Oklahoma,OK,12.9,ok
Oklahoma,37,2010,805,Oklahoma,OK,16.3,ok
Oklahoma,37,2011,821,Oklahoma,OK,18.0,ok
Oklahoma,37,2012,822,Oklahoma,OK,18.0,ok
Oklahoma,37,2013,854,Oklahoma,OK,14.0,ok
Oklahoma,37,2014,854,Oklahoma,OK,17.3,ok
Oklahoma,37,2015,877,Oklahoma,OK,14.2,ok
Oklahoma,37,2016,872,Oklahoma,OK,14.6,ok
Oklahoma,37,2017,859,Oklahoma,OK,12.6,ok
Oklahoma,37,2018,845,Oklahoma,OK,13.4,ok
Oregon,38,1999,297,Oregon,OR,12.6,or
Oregon,38,2000,297,Oregon,OR,10.9,or
Oregon,38,2001,313,Oregon,OR,11.8,or
Oregon,38,2002,353,Oregon,OR,10.9,or
Oregon,38,2003,360,Oregon,OR,12.5,or
Oregon,38,2004,376,Oregon,OR,11.8,or
Oregon,38,2005,391,Oregon,OR,12.0,or
Oregon,38,2006,403,Oregon,OR,11.8,or
Oregon,38,2007,443,Oregon,OR,12.8,or
Oregon,38,2008,463,Oregon,OR,10.6,or
Oregon,38,2009,553,Oregon,OR,13.4,or
Oregon,38,2010,549,Oregon,OR,14.3,or
Oregon,38,2011,570,Oregon,OR,13.5,or
Oregon,38,2012,586,Oregon,OR,13.5,or
Oregon,38,2013,614,Oregon,OR,15.1,or
Oregon,38,2014,617,Oregon,OR,14.4,or
Oregon,38,2015,617,Oregon,OR,11.9,or
Oregon,38,2016,595,Oregon,OR,11.8,or
Oregon,38,2017,577,Oregon,OR,10.2,or
Oregon,38,2018,555,Oregon,OR,9.7,or
Pennsylvania,39,1999,1042,Pennsylvania,PA,9.3,pa
Pennsylvania,39,2000,1041,Pennsylvania,PA,8.6,pa
Pennsylvania,39,2001,1075,Pennsylvania,PA,9.6,pa
Pennsylvania,39,2002,1213,Pennsylvania,PA,9.5,pa
Pennsylvania,39,2003,1255,Pennsylvania,PA,10.5,pa
Pennsylvania,39,2004,1304,Pennsylvania,PA,11.4,pa
Pennsylvania,39,2005,1377,Pennsylvania,PA,11.2,pa
Pennsylvania,39,2006,1441,Pennsylvania,PA,11.3,pa
Pennsylvania,39,2007,1560,Pennsylvania,PA,10.4,pa
Pennsylvania,39,2008,1612,Pennsylvania,PA,11.0,pa
Pennsylvania,39,2009,1865,Pennsylvania,PA,11.1,pa
Pennsylvania,39,2010,1858,Pennsylvania,PA,12.2,pa
Pennsylvania,39,2011,1930,Pennsylvania,PA,13.9,pa
Pennsylvania,39,2012,1976,Pennsylvania,PA,13.9,pa
Pennsylvania,39,2013,2103,Pennsylvania,PA,12.4,pa
Pennsylvania,39,2014,2134,Pennsylvania,PA,12.5,pa
Pennsylvania,39,2015,2150,Pennsylvania,PA,12.3,pa
Pennsylvania,39,2016,2119,Pennsylvania,PA,11.1,pa
Pennsylvania,39,2017,2096,Pennsylvania,PA,11.2,pa
Pennsylvania,39,2018,2067,Pennsylvania,PA,11.8,pa
Rhode Island,40,1999,87,Rhode Island,RI,10.0,ri
Rhode Island,40,2000,89,Rhode Island,RI,10.2,ri
Rhode Island,40,2001,92,Rhode Island,RI,9.6,ri
Rhode Island,40,2002,106,Rhode Island,RI,11.0,ri
Rhode Island,40,2003,108,Rhode Island,RI,11.5,ri
Rhode Island,40,2004,113,Rhode Island,RI,11.5,ri
Rhode Island,40,2005,120,Rhode Island,RI,12.1,ri
Rhode Island,40,2006,126,Rhode Island,RI,10.5,ri
Rhode Island,40,2007,141,Rhode Island,RI,9.5,ri
Rhode Island,40,2008,148,Rhode Island,RI,12.7,ri
Rhode Island,40,2009,168,Rhode Island,RI,13.0,ri
Rhode Island,40,2010,169,Rhode Island,RI,14.0,ri
Rhode Island,40,2011,176,Rhode Island,RI,13.6,ri
Rhode Island,40,2012,181,Rhode Island,RI,13.6,ri
Rhode Island,40,2013,197,Rhode Island,RI,13.5,ri
Rhode Island,40,2014,197,Rhode Island,RI,11.3,ri
Rhode Island,40,2015,196,Rhode Island,RI,11.8,ri
Rhode Island,40,2016,191,Rhode Island,RI,11.4,ri
Rhode Island,40,2017,189,Rhode Island,RI,12.2,ri
Rhode Island,40,2018,186,Rhode Island,RI,8.9,ri
South Carolina,41,1999,636,South Carolina,SC,11.7,sc
South Carolina,41,2000,648,South Carolina,SC,11.1,sc
South Carolina,41,2001,680,South Carolina,SC,15.1,sc
South Carolina,41,2002,764,South Carolina,SC,14.3,sc
South Carolina,41,2003,790,South Carolina,SC,12.7,sc
South Carolina,41,2004,824,South Carolina,SC,14.9,sc
South Carolina,41,2005,864,South Carolina,SC,15.0,sc
South Carolina,41,2006,903,South Carolina,SC,11.2,sc
South Carolina,41,2007,979,South Carolina,SC,14.1,sc
South Carolina,41,2008,1026,South Carolina,SC,14.0,sc
South Carolina,41,2009,1165,South Carolina,SC,13.7,sc
South Carolina,41,2010,1167,South Carolina,SC,16.9,sc
South Carolina,41,2011,1207,South Carolina,SC,16.7,sc
South Carolina,41,2012,1223,South Carolina,SC,16.7,sc
South Carolina,41,2013,1266,South Carolina,SC,15.9,sc
South Carolina,41,2014,1283,South Carolina,SC,16.5,sc
South Carolina,41,2015,1290,South Carolina,SC,14.3,sc
South Carolina,41,2016,1261,South Carolina,SC,14.1,sc
South Carolina,41,2017,1244,South Carolina,SC,15.6,sc
South Carolina,41,2018,1226,South Carolina,SC,12.8,sc
South Dakota,42,1999,72,South Dakota,SD,7.7,sd
South Dakota,42,2000,72,South Dakota,SD,10.7,sd
South Dakota,42,2001,75,South Dakota,SD,8.4,sd
South Dakota,42,2002,88,South Dakota,SD,11.5,sd
South Dakota,42,2003,90,South Dakota,SD,12.7,sd
South Dakota,42,2004,93,South Dakota,SD,13.5,sd
South Dakota,42,2005,96,South Dakota,SD,11.8,sd
South Dakota,42,2006,101,South Dakota,SD,10.7,sd
South Dakota,42,2007,108,South Dakota,SD,9.4,sd
South Dakota,42,2008,112,South Dakota,SD,13.1,sd
South Dakota,42,2009,135,South Dakota,SD,14.1,sd
South Dakota,42,2010,133,South Dakota,SD,13.6,sd
South Dakota,42,2011,134,South Dakota,SD,12.8,sd
South Dakota,42,2012,139,South Dakota,SD,12.8,sd
South Dakota,42,2013,146,South Dakota,SD,10.3,sd
South Dakota,42,2014,140,South Dakota,SD,12.8,sd
South Dakota,42,2015,141,South Dakota,SD,13.9,sd
South Dakota,42,2016,140,South Dakota,SD,14.5,sd
South Dakota,42,2017,137,South Dakota,SD,10.4,sd
South Dakota,42,2018,135,South Dakota,SD,10.6,sd
Tennessee,43,1999,779,Tennessee,TN,11.9,tn
Tennessee,43,2000,794,Tennessee,TN,13.5,tn
Tennessee,43,2001,833,Tennessee,TN,14.1,tn
Tennessee,43,2002,946,Tennessee,TN,14.8,tn
Tennessee,43,2003,988,Tennessee,TN,14.0,tn
Tennessee,43,2004,1022,Tennessee,TN,15.9,tn
Tennessee,43,2005,1077,Tennessee,TN,14.9,tn
Tennessee,43,2006,1138,Tennessee,TN,14.9,tn
Tennessee,43,2007,1238,Tennessee,TN,14.8,tn
Tennessee,43,2008,1307,Tennessee,TN,15.0,tn
Tennessee,43,2009,1524,Tennessee,TN,16.5,tn
Tennessee,43,2010,1543,Tennessee,TN,16.7,tn
Tennessee,43,2011,1588,Tennessee,TN,18.6,tn
Tennessee,43,2012,1612,Tennessee,TN,18.6,tn
Tennessee,43,2013,1672,Tennessee,TN,18.1,tn
Tennessee,43,2014,1684,Tennessee,TN,17.3,tn
Tennessee,43,2015,1690,Tennessee,TN,14.7,tn
Tennessee,43,2016,1631,Tennessee,TN,14.9,tn
Tennessee,43,2017,1600,Tennessee,TN,11.5,tn
Tennessee,43,2018,1572,Tennessee,TN,12.0,tn
Texas,44,1999,3347,Texas,TX,15.2,tx
Texas,44,2000,3362,Texas,TX,15.5,tx
Texas,44,2001,3528,Texas,TX,14.9,tx
Texas,44,2002,4044,Texas,TX,15.6,tx
Texas,44,2003,4254,Texas,TX,17.0,tx
Texas,44,2004,4510,Texas,TX,16.5,tx
Texas,44,2005,4826,Texas,TX,16.2,tx
Texas,44,2006,4996,Texas,TX,16.4,tx
Texas,44,2007,5368,Texas,TX,16.5,tx
Texas,44,2008,5517,Texas,TX,15.9,tx
Texas,44,2009,6604,Texas,TX,17.3,tx
Texas,44,2010,6693,Texas,TX,18.4,tx
Texas,44,2011,6841,Texas,TX,17.0,tx
Texas,44,2012,6924,Texas,TX,17.0,tx
Texas,44,2013,7314,Texas,TX,16.8,tx
Texas,44,2014,7189,Texas,TX,16.4,tx
Texas,44,2015,7349,Texas,TX,14.7,tx
Texas,44,2016,7317,Texas,TX,13.8,tx
Texas,44,2017,7328,Texas,TX,13.4,tx
Texas,44,2018,7272,Texas,TX,13.7,tx
Utah,45,1999,170,Utah,UT,5.7,ut
Utah,45,2000,170,Utah,UT,7.6,ut
Utah,45,2001,180,Utah,UT,10.5,ut
Utah,45,2002,223,Utah,UT,9.9,ut
Utah,45,2003,238,Utah,UT,9.1,ut
Utah,45,2004,249,Utah,UT,10.1,ut
Utah,45,2005,261,Utah,UT,9.2,ut
Utah,45,2006,267,Utah,UT,9.3,ut
Utah,45,2007,292,Utah,UT,9.6,ut
Utah,45,2008,321,Utah,UT,7.6,ut
Utah,45,2009,420,Utah,UT,9.7,ut
Utah,45,2010,435,Utah,UT,10.0,ut
Utah,45,2011,452,Utah,UT,11.0,ut
Utah,45,2012,456,Utah,UT,11.0,ut
Utah,45,2013,474,Utah,UT,8.3,ut
Utah,45,2014,471,Utah,UT,10.2,ut
Utah,45,2015,469,Utah,UT,9.3,ut
Utah,45,2016,451,Utah,UT,8.6,ut
Utah,45,2017,437,Utah,UT,8.6,ut
Utah,45,2018,425,Utah,UT,6.9,ut
Vermont,46,1999,48,Vermont,VT,9.6,vt
Vermont,46,2000,46,Vermont,VT,10.0,vt
Vermont,46,2001,47,Vermont,VT,9.7,vt
Vermont,46,2002,55,Vermont,VT,9.9,vt
Vermont,46,2003,56,Vermont,VT,8.5,vt
Vermont,46,2004,57,Vermont,VT,7.8,vt
Vermont,46,2005,59,Vermont,VT,7.6,vt
Vermont,46,2006,61,Vermont,VT,7.8,vt
Vermont,46,2007,66,Vermont,VT,9.9,vt
Vermont,46,2008,69,Vermont,VT,9.0,vt
Vermont,46,2009,81,Vermont,VT,9.4,vt
Vermont,46,2010,82,Vermont,VT,10.8,vt
Vermont,46,2011,83,Vermont,VT,11.2,vt
Vermont,46,2012,86,Vermont,VT,11.2,vt
Vermont,46,2013,88,Vermont,VT,8.7,vt
Vermont,46,2014,88,Vermont,VT,9.3,vt
Vermont,46,2015,88,Vermont,VT,10.7,vt
Vermont,46,2016,86,Vermont,VT,9.6,vt
Vermont,46,2017,84,Vermont,VT,10.2,vt
Vermont,46,2018,81,Vermont,VT,9.7,vt
Virginia,47,1999,692,Virginia,VA,7.9,va
Virginia,47,2000,687,Virginia,VA,8.3,va
Virginia,47,2001,711,Virginia,VA,8.0,va
Virginia,47,2002,824,Virginia,VA,9.9,va
Virginia,47,2003,857,Virginia,VA,10.0,va
Virginia,47,2004,875,Virginia,VA,9.4,va
Virginia,47,2005,908,Virginia,VA,9.2,va
Virginia,47,2006,944,Virginia,VA,8.6,va
Virginia,47,2007,1028,Virginia,VA,8.6,va
Virginia,47,2008,1077,Virginia,VA,10.3,va
Virginia,47,2009,1264,Virginia,VA,10.7,va
Virginia,47,2010,1286,Virginia,VA,10.7,va
Virginia,47,2011,1334,Virginia,VA,10.6,va
Virginia,47,2012,1374,Virginia,VA,10.6,va
Virginia,47,2013,1441,Virginia,VA,10.4,va
Virginia,47,2014,1458,Virginia,VA,10.2,va
Virginia,47,2015,1473,Virginia,VA,10.9,va
Virginia,47,2016,1432,Virginia,VA,11.4,va
Virginia,47,2017,1417,Virginia,VA,10.3,va
Virginia,47,2018,1398,Virginia,VA,9.8,va
Washington,48,1999,456,Washington,WA,9.6,wa
Washington,48,2000,456,Washington,WA,10.8,wa
Washington,48,2001,476,Washington,WA,10.7,wa
Washington,48,2002,551,Washington,WA,11.0,wa
Washington,48,2003,573,Washington,WA,12.6,wa
Washington,48,2004,601,Washington,WA,11.4,wa
Washington,48,2005,618,Washington,WA,10.2,wa
Washington,48,2006,636,Washington,WA,8.0,wa
Washington,48,2007,694,Washington,WA,10.2,wa
Washington,48,2008,725,Washington,WA,10.4,wa
Washington,48,2009,880,Washington,WA,11.7,wa
Washington,48,2010,879,Washington,WA,11.6,wa
Washington,48,2011,923,Washington,WA,11.6,wa
Washington,48,2012,957,Washington,WA,11.6,wa
Washington,48,2013,997,Washington,WA,12.0,wa
Washington,48,2014,994,Washington,WA,12.0,wa
Washington,48,2015,996,Washington,WA,11.4,wa
Washington,48,2016,966,Washington,WA,11.0,wa
Washington,48,2017,935,Washington,WA,9.9,wa
Washington,48,2018,900,Washington,WA,8.6,wa
West Virginia,49,1999,211,West Virginia,WV,15.7,wv
West Virginia,49,2000,209,West Virginia,WV,14.7,wv
West Virginia,49,2001,213,West Virginia,WV,16.4,wv
West Virginia,49,2002,238,West Virginia,WV,16.8,wv
West Virginia,49,2003,243,West Virginia,WV,17.4,wv
West Virginia,49,2004,248,West Virginia,WV,14.2,wv
West Virginia,49,2005,256,West Virginia,WV,15.4,wv
West Virginia,49,2006,263,West Virginia,WV,15.3,wv
West Virginia,49,2007,281,West Virginia,WV,14.8,wv
West Virginia,49,2008,287,West Virginia,WV,14.5,wv
West Virginia,49,2009,338,West Virginia,WV,15.8,wv
West Virginia,49,2010,333,West Virginia,WV,16.8,wv
West Virginia,49,2011,336,West Virginia,WV,16.7,wv
West Virginia,49,2012,341,West Virginia,WV,16.7,wv
West Virginia,49,2013,355,West Virginia,WV,17.3,wv
West Virginia,49,2014,358,West Virginia,WV,20.6,wv
West Virginia,49,2015,364,West Virginia,WV,14.5,wv
West Virginia,49,2016,363,West Virginia,WV,18.0,wv
West Virginia,49,2017,351,West Virginia,WV,17.3,wv
West Virginia,49,2018,337,West Virginia,WV,15.9,wv
Wisconsin,50,1999,364,Wisconsin,WI,8.6,wi
Wisconsin,50,2000,368,Wisconsin,WI,9.3,wi
Wisconsin,50,2001,386,Wisconsin,WI,7.9,wi
Wisconsin,50,2002,448,Wisconsin,WI,8.6,wi
Wisconsin,50,2003,465,Wisconsin,WI,9.8,wi
Wisconsin,50,2004,487,Wisconsin,WI,12.4,wi
Wisconsin,50,2005,523,Wisconsin,WI,10.2,wi
Wisconsin,50,2006,557,Wisconsin,WI,10.1,wi
Wisconsin,50,2007,606,Wisconsin,WI,11.0,wi
Wisconsin,50,2008,643,Wisconsin,WI,9.8,wi
Wisconsin,50,2009,780,Wisconsin,WI,10.8,wi
Wisconsin,50,2010,776,Wisconsin,WI,10.1,wi
Wisconsin,50,2011,812,Wisconsin,WI,11.4,wi
Wisconsin,50,2012,834,Wisconsin,WI,11.4,wi
Wisconsin,50,2013,867,Wisconsin,WI,11.0,wi
Wisconsin,50,2014,873,Wisconsin,WI,10.9,wi
Wisconsin,50,2015,873,Wisconsin,WI,11.4,wi
Wisconsin,50,2016,851,Wisconsin,WI,10.7,wi
Wisconsin,50,2017,830,Wisconsin,WI,9.5,wi
Wisconsin,50,2018,806,Wisconsin,WI,8.6,wi
Wyoming,51,1999,47,Wyoming,WY,11.6,wy
Wyoming,51,2000,46,Wyoming,WY,10.8,wy
Wyoming,51,2001,47,Wyoming,WY,8.7,wy
Wyoming,51,2002,53,Wyoming,WY,9.0,wy
Wyoming,51,2003,55,Wyoming,WY,9.8,wy
Wyoming,51,2004,55,Wyoming,WY,10.0,wy
Wyoming,51,2005,55,Wyoming,WY,10.6,wy
Wyoming,51,2006,55,Wyoming,WY,10.0,wy
Wyoming,51,2007,58,,,,
Wyoming,51,2008,59,Wyoming,WY,10.1,wy
Wyoming,51,2009,74,Wyoming,WY,9.2,wy
Wyoming,51,2010,74,Wyoming,WY,9.6,wy
Wyoming,51,2011,75,Wyoming,WY,9.6,wy
Wyoming,51,2012,82,Wyoming,WY,9.6,wy
Wyoming,51,2013,84,Wyoming,WY,11.8,wy
Wyoming,51,2014,77,Wyoming,WY,9.7,wy
Wyoming,51,2015,80,Wyoming,WY,9.8,wy
Wyoming,51,2016,81,Wyoming,WY,10.9,wy
Wyoming,51,2017,79,Wyoming,WY,12.4,wy
Wyoming,51,2018,77,Wyoming,WY,9.5,wy
